name,type,category,power,hits,alwaysCrit,teraAdative,notes,接触,切る技,音技,命中,PP,効果
なみだめ,ノーマル,変化,0,,,,変化関連,,,,-,20,相手の『こうげき』『とくこう』ランクを1段階ずつ下げる。自分の命中率、相手の回避率に関係なく必ず命中する。相手の『まもる』『みきり』『トーチカ』『ニードルガード』『ブロッキング』『スレッドトラップ』『かえんのまもり』の効果を受けない(『ダイウォール』を除く)。
なやみのタネ,くさ,変化,0,,,,変化関連,,,,100,12,相手の特性を『ふみん』にする。ただし、『なまけ』『バトルスイッチ』など一部の固有な特性の場合は失敗する。
なりきり,エスパー,変化,0,,,,変化関連,,,,-,12,自分の特性を相手の特性と同じにする。ただし、『ふしぎなまもり』など一部の固有な特性はコピーできない。
ニードルガード,くさ,変化,0,,,,変化関連,,,,-,8,必ず先制でき(優先度:+4)、そのターンの間、相手の攻撃を防ぐと同時に、接触技(直接攻撃)で攻撃した相手に相手の最大HPの1/8のダメージを与える。連続で使うと失敗しやすくなる。具体的には、最初は成功するが、使う度に成功率が1/3になっていく(失敗するとリセットされる)。ダイマックス技や第7世代のZワザの攻撃技は貫通し、1/4のダメージを受ける。
にほんばれ,ほのお,変化,0,,,,変化関連,,,,-,8,5ターンの間、天気を『にほんばれ』にする。『ほのお』タイプの技のダメージが1.5倍になり、『みず』タイプの技のダメージが半減する。『こおり』状態にならない。
にらみつける,ノーマル,変化,0,,,,変化関連,,,,,,
ねがいごと,ノーマル,変化,0,,,,変化関連,,,,-,12,次のターンの終了時にHPが最大HPの半分回復する。交代した場合は同じ位置にいるポケモンが回復する。
ねこのて,ノーマル,変化,0,,,,変化関連,,,,,,
ねごと,ノーマル,変化,0,,,,変化関連,,,,-,12,自分が『ねむり』状態の時のみ使用可能。自分の持っている技のうち1つをランダムで使う。PPが減少するのはこの技のみ。
ねばねばネット,むし,変化,0,,,,変化関連,,,,-,20,使用後、相手はポケモンを交代する度に、出てきたポケモンの『すばやさ』ランクが1段階下がる。『ひこう』タイプや特性『ふゆう』のポケモンは影響を受けない。
ねむりごな,くさ,変化,0,,,,変化関連,,,,75,16,相手を『ねむり』状態にする。『くさ』タイプや特性『ぼうじん』、道具『ぼうじんゴーグル』を持っているポケモンには無効。
ねむる,エスパー,変化,0,,,,変化関連,,,,-,8,HPと状態異常をすべて回復した後、2ターンの間『ねむり』状態になり、3ターン目で目を覚ます。
ねをはる,くさ,変化,0,,,,変化関連,,,,-,20,使用後、毎ターン、HPが最大HPの1/16ずつ回復するが、交代できなくなる。自分が『ひこう』タイプや、特性『ふゆう』のポケモンの場合は『じめん』タイプの技が当たるようになる。
のみこむ,ノーマル,変化,0,,,,変化関連,,,,-,12,技『たくわえる』を使った数だけHPが多く回復する。1つの時は最大HPの1/4、2つの時は最大HPの1/2、3つの時は全回復する。技『たくわえる』で上がった『ぼうぎょ』『とくぼう』ランクは元に戻る。技『たくわえる』を使っていない時は失敗する。
のろい,ゴースト,変化,0,,,,変化関連,,,,-,12,自分のタイプが『ゴースト』タイプの時は自分のHPを最大HPの半分だけ減らして、相手を『のろい』状態にする。『のろい』状態になると毎ターン、HPが最大HPの1/4ずつ減る。それ以外のポケモンの場合『すばやさ』ランクが1段階下がり、『こうげき』『ぼうぎょ』ランクが1段階ずつ上がる。
ハートスワップ,エスパー,変化,0,,,,変化関連,,,,,,
はいすいのじん,かくとう,変化,0,,,,変化関連,,,,,,
ハッピータイム,ノーマル,変化,0,,,,変化関連,,,,,,
はねやすめ,ひこう,変化,0,,,,変化関連,,,,-,8,HPが最大HPの半分回復するが、そのターンは『ひこう』タイプではなくなる。
はねる,ノーマル,変化,0,,,,変化関連,,,,,,
ハバネロエキス,くさ,変化,0,,,,変化関連,,,,-,16,相手の『こうげき』ランクを2段階上げ、『ぼうぎょ』ランクを2段階下げる。
はらだいこ,ノーマル,変化,0,,,,変化関連,,,,-,12,自分のHPを最大HPの半分だけ減らす代わりに、自分の『こうげき』ランクを最大まで上げる。
ハロウィン,ゴースト,変化,0,,,,変化関連,,,,100,20,相手の『タイプ』に『ゴースト』タイプを追加する。
バトンタッチ,ノーマル,変化,0,,,,変化関連,,,,-,20,他の味方のポケモンと交代し、かかっていた補助効果を引き継ぐ。
バリアー,エスパー,変化,0,,,,変化関連,,,,,,
パワーシェア,エスパー,変化,0,,,,変化関連,,,,-,12,自分と相手の『こうげき』と『とくこう』の数値をそれぞれ足して、互いに半分ずつに分ける。
パワーシフト,ノーマル,変化,0,,,,変化関連,,,,,,
パワースワップ,エスパー,変化,0,,,,変化関連,,,,-,12,自分と相手の『こうげき』『とくこう』ランクを入れ替える。
パワートリック,エスパー,変化,0,,,,変化関連,,,,-,12,自分の『こうげき』と『ぼうぎょ』を入れ替える。『ランク』は変化しない。
ひかりのかべ,エスパー,変化,0,,,,変化関連,,,,-,20,5ターンの間、相手の特殊攻撃のダメージを半分にする。味方が複数の場合は半分ではなく2/3になる。急所に当たった場合は軽減されない。交代しても効果は続く。
ひっくりかえす,あく,変化,0,,,,変化関連,,,,,,
ビルドアップ,かくとう,変化,0,,,,変化関連,,,,-,20,自分の『こうげき』『ぼうぎょ』ランクを1段階ずつ上げる。
ファストガード,かくとう,変化,0,,,,変化関連,,,,-,16,必ず先制でき(優先度:+3)、そのターンの間、自分と味方は相手の先制攻撃の技を受けない。特性の効果による先制攻撃も受けない。
ふういん,エスパー,変化,0,,,,変化関連,,,,-,12,自分が『ふういん』状態になり、自分が場を離れるまで、自分が覚えている技と同じ技を相手のポケモンは使えなくなる。
フェアリーロック,フェアリー,変化,0,,,,変化関連,,,,-,12,次のターン終了まで、すべての『ゴースト』タイプではないポケモンは逃げたり交代できなくなる。
フェザーダンス,ひこう,変化,0,,,,変化関連,,,,100,16,相手の『こうげき』ランクを2段階下げる。
ふきとばし,ノーマル,変化,0,,,,変化関連,,,,-,20,必ず後攻になる(優先度:-6)。相手のポケモンを強制的に交代させる。野生のポケモンの場合は戦闘を終了する。自分の命中率、相手の回避率に関係なく必ず命中する。相手の『まもる』『みきり』『トーチカ』『ニードルガード』『ブロッキング』『スレッドトラップ』『かえんのまもり』の効果を受けない。相手の『みがわり』状態を貫通する。ダイマックスしている相手には無効。野生のポケモンの場合、相手が自分のレベルより高い場合は失敗する。
ふしょくガス,どく,変化,0,,,,変化関連,,,,100,20,道具を持っているポケモンは、道具を持っていない状態になる。
フラッシュ,ノーマル,変化,0,,,,変化関連,,,,,,
フラフラダンス,ノーマル,変化,0,,,,変化関連,,,,100,20,相手を1～4ターンの間『こんらん』状態にする。
フラワーガード,フェアリー,変化,0,,,,変化関連,,,,,,
フラワーヒール,フェアリー,変化,0,,,,変化関連,,,,,,
ふるいたてる,ノーマル,変化,0,,,,変化関連,,,,,,
ふんじん,むし,変化,0,,,,変化関連,,,,,,
ブレイブチャージ,エスパー,変化,0,,,,変化関連,,,,,,
ブロッキング,あく,変化,0,,,,変化関連,,,,,,
プラズマシャワー,でんき,変化,0,,,,変化関連,,,,,,
へびにらみ,ノーマル,変化,0,,,,変化関連,,,,100,20,相手を『まひ』状態にする。『でんき』タイプには無効。
へんしん,ノーマル,変化,0,,,,変化関連,,,,-,12,一時的に、相手と同じナンバー・グラフィックス・能力値・個体値・ランク・特性・技になる。ただしHP・持ち物・状態異常などはコピーされずそのままとなり、技のPPはすべて5になる。交代すると元に戻る。ダイマックスしている相手をコピーすると、元のポケモンの姿になる。
ベノムトラップ,どく,変化,0,,,,変化関連,,,,,,
ほえる,ノーマル,変化,0,,,,変化関連,,,TRUE,-,20,必ず後攻になる(優先度:-6)。相手のポケモンを強制的に交代させる。野生のポケモンの場合は戦闘を終了する。自分の命中率、相手の回避率に関係なく必ず命中する。相手の『まもる』『みきり』『トーチカ』『ニードルガード』『ブロッキング』『スレッドトラップ』『かえんのまもり』の効果を受けない。音系の技。相手の『みがわり』状態を貫通する。ダイマックスしている相手には無効。野生のポケモンの場合、相手が自分のレベルより高い場合は失敗する。
ほおばる,ノーマル,変化,0,,,,変化関連,,,,-,12,自分が持っている『きのみ』を即座に使って効果を発動させ、さらに自分の『ぼうぎょ』ランクを2段階上げる。
ほごしょく,ノーマル,変化,0,,,,変化関連,,,,,,
ほたるび,むし,変化,0,,,,変化関連,,,,,,
ほろびのうた,ノーマル,変化,0,,,,変化関連,,,TRUE,-,8,3ターン終了後に、この技を使った時に出ていた自分を含むすべてのポケモンは『ひんし』状態になる。それまでに交代したポケモンは効果が消える。音系の技。相手の『みがわり』状態を貫通する。
ぼうぎょしれい,むし,変化,0,,,,変化関連,,,,,,
ボディパージ,はがね,変化,0,,,,変化関連,,,,,,
まきびし,じめん,変化,0,,,,変化関連,,,,-,20,使用後、相手はポケモンを交代する度にダメージを受ける。3回まで使うことができ、1回の時は相手の最大HPの1/8、2回の時は相手の最大HPの1/6、3回の時は相手の最大HPの1/4のダメージを与える。『ひこう』タイプ、特性『ふゆう』のポケモンはダメージを受けない。
マジックコート,エスパー,変化,0,,,,変化関連,,,,,,
マジックルーム,エスパー,変化,0,,,,変化関連,,,,-,12,5ターンの間、すべてのポケモンの道具の効果がなくなる。
まねっこ,ノーマル,変化,0,,,,変化関連,,,,-,20,最後に使われた技で相手に攻撃する。自分の技も対象となる。最後の技がダイマックス技の場合、元となった技が使われる。
まほうのこな,エスパー,変化,0,,,,変化関連,,,,100,20,相手を『エスパー』タイプにする。『くさ』タイプや特性『ぼうじん』、道具『ぼうじんゴーグル』を持っているポケモンには無効。
まるくなる,ノーマル,変化,0,,,,変化関連,,,,,,
みかづきのいのり,エスパー,変化,0,,,,変化関連,,,,,,
みかづきのまい,エスパー,変化,0,,,,変化関連,,,,,,
みがわり,ノーマル,変化,0,,,,変化関連,,,,-,12,自分のHPを最大HPの1/4だけ減らして、減らしたHPと同じHPの自分の分身を作り、分身のHPが0になるまですべての攻撃を自分の代わりに分身が受ける。分身は状態異常にならない。ただし、音系の技などはそのまま受ける。相手のダイマックス技も防げるが、自分がダイマックスすると分身が消える。
みきり,かくとう,変化,0,,,,変化関連,,,,-,8,必ず先制でき(優先度:+4)、そのターンの間、相手の技を受けない。連続で使うと失敗しやすくなる。具体的には、最初は成功するが、使う度に成功率が1/3になっていく(失敗するとリセットされる)。ダイマックス技や第7世代のZワザの攻撃技は貫通し、1/4のダメージを受ける。
ミストフィールド,フェアリー,変化,0,,,,変化関連,,,,-,12,5ターンの間、場の状態を『ミストフィールド』にする。『ひこう』タイプや特性『ふゆう』などではない地面にいるすべてのポケモンは、状態異常にならず、また『ドラゴン』タイプの技の威力が半減する。すでに状態異常の場合は回復しない。また、道具『ミストシード』を持ったポケモンは『とくぼう』ランクが1段階上がる(この効果は、地面にいないポケモンでも発動する)。
みずあそび,みず,変化,0,,,,変化関連,,,,,,
みずびたし,みず,変化,0,,,,変化関連,,,,100,20,相手を『みず』タイプにする。
みちづれ,ゴースト,変化,0,,,,変化関連,,,,-,8,自分は『みちづれ』状態となり、次の自分のターンまでに相手の攻撃で『ひんし』状態になると、相手も『ひんし』状態になる。ダイマックスしている相手には効果がない。第7世代以降は、連続で使うと必ず失敗する。
みやぶる,ノーマル,変化,0,,,,変化関連,,,,,,
ミラータイプ,ノーマル,変化,0,,,,変化関連,,,,-,16,自分の『タイプ』を相手と同じ『タイプ』にする。相手がテラスタルしている時はテラスタイプをコピーするが、相手が『ステラ』タイプにテラスタルしている場合は元のタイプをコピーする。
ミラクルアイ,エスパー,変化,0,,,,変化関連,,,,,,
ミルクのみ,ノーマル,変化,0,,,,変化関連,,,,,,
みをけずる,ノーマル,変化,0,,,,変化関連,,,,,,
めいそう,エスパー,変化,0,,,,変化関連,,,,-,20,自分の『とくこう』『とくぼう』ランクが1段階ずつ上がる。
メロメロ,ノーマル,変化,0,,,,変化関連,,,,100,16,相手が自分とは異なる性別の場合、相手を『メロメロ』状態にする。『メロメロ』状態になると、50%の確率で相手は自分に攻撃できなくなる。自分と相手の性別が同じ時や、どちらかが性別不明の場合は失敗する。
ものまね,ノーマル,変化,0,,,,変化関連,,,,,,
もりののろい,くさ,変化,0,,,,変化関連,,,,100,20,相手の『タイプ』に『くさ』タイプを追加する。
やどりぎのタネ,くさ,変化,0,,,,変化関連,,,,90,12,使用後、毎ターン、相手のHPを最大HPの1/8ずつ減らし、その分自分のHPを回復させる。自分は交代しても効果が引き継ぐ。『くさ』タイプのポケモンには無効。
ゆうわく,ノーマル,変化,0,,,,変化関連,,,,,,
ゆきげしき,こおり,変化,0,,,,変化関連,,,,-,8,5ターンの間、天気を『ゆき』にする(『こおり』タイプのポケモンは、『ぼうぎょ』が1.5倍になる)。
ゆびをふる,ノーマル,変化,0,,,,変化関連,,,,,,
ヨガのポーズ,エスパー,変化,0,,,,変化関連,,,,,,
よこどり,あく,変化,0,,,,変化関連,,,,,,
リサイクル,ノーマル,変化,0,,,,変化関連,,,,-,12,自分が最後に使用した持ち物の道具を手に入れる。道具を持っている場合は失敗する。
リフレクター,エスパー,変化,0,,,,変化関連,,,,-,20,5ターンの間、相手の物理攻撃のダメージを半分にする。味方が複数の場合は半分ではなく2/3になる。急所に当たった場合は軽減されない。交代しても効果は続く。
リフレッシュ,ノーマル,変化,0,,,,変化関連,,,,,,
りゅうのまい,ドラゴン,変化,0,,,,変化関連,,,,-,20,自分の『こうげき』『すばやさ』ランクを1段階ずつ上げる。
ロックオン,ノーマル,変化,0,,,,変化関連,,,,-,8,次のターン、使った相手に自分の技が必ず命中する。
ロックカット,いわ,変化,0,,,,変化関連,,,,-,20,自分の『すばやさ』ランクが2段階上がる。
ワイドガード,いわ,変化,0,,,,変化関連,,,,-,12,必ず先制でき(優先度:+3)、そのターンの間、自分と味方は相手や味方が使った複数のポケモンが対象の技を受けない。
わたほうし,くさ,変化,0,,,,変化関連,,,,100,20,相手の『すばやさ』ランクを2段階下げる。『くさ』タイプや特性『ぼうじん』、道具『ぼうじんゴーグル』を持っているポケモンには無効。
わるだくみ,あく,変化,0,,,,変化関連,,,,-,20,自分の『とくこう』ランクを2段階上げる。
ワンダールーム,エスパー,変化,0,,,,変化関連,,,,-,12,5ターンの間、すべてのポケモンの『ぼうぎょ』と『とくぼう』の能力値が入れ替わる。もう1度使用すると元に戻る。
くさむすび,くさ,特殊,,1,,,体重依存,TRUE,,,100,20,相手の『おもさ』が重いほど威力が高くなる。10kg未満は20、25kg未満は40、50kg未満は60、100kg未満は80、200kg未満は100、それ以上は120。ダイマックスしている相手には無効。
けたぐり,かくとう,物理,,1,,,体重依存,TRUE,,,100,20,相手の『おもさ』が重いほど威力が高くなる。10kg未満は20、25kg未満は40、50kg未満は60、100kg未満は80、200kg未満は100、それ以上は120。ダイマックスしている相手には無効。
ジャイロボール,はがね,物理,,1,,,素早さ依存,TRUE,,,100,8,相手より『すばやさ』が低いほど威力が高くなる。(25×相手のすばやさ÷自分のすばやさ)+1が威力になる。ただし最大威力は150。小数点以下は切り捨て。
ヘビーボンバー,はがね,物理,,1,,,体重依存,TRUE,,,100,12,自分の『おもさ』が相手より重いほど威力が高くなる。相手の『おもさ』が自分の1/5以下なら120、1/4以下なら100、1/3以下なら80、1/2以下なら60、それより大きければ40。相手が技『ちいさくなる』を使用していると必ず命中し、威力が2倍になる(第7世代以降)。ダイマックスしている相手には無効。
ヒートスタンプ,ほのお,物理,,1,,,体重依存,TRUE,,,100,12,自分の『おもさ』が相手より重いほど威力が高くなる。相手の『おもさ』が自分の1/5以下なら120、1/4以下なら100、1/3以下なら80、1/2以下なら60、それ以上なら40。相手が技『ちいさくなる』を使用していると必ず命中し、威力が2倍になる。ダイマックスしている相手には無効。
カウンター,かくとう,物理,,1,,,反射,TRUE,,,100,20,相手の物理攻撃のダメージの2倍をその相手に与える。『ダブルバトル』の時は最後に受けた技のみ有効になる。必ず後攻になる(優先度:-5)。『ゴースト』タイプには無効だが、それ以外のタイプ相性の影響を受けない。
なげつける,あく,物理,,1,,,,,,,100,12,自分の持っている道具によって効果が変化する。投げつけた道具はなくなる。
ふくろだたき,あく,物理,,1,,,,,,,100,12,自分を含む『ひんし』や状態異常でない『てもち』のポケモンの数だけ攻撃する。
じたばた,ノーマル,物理,,1,,,HP依存,TRUE,,,100,16,自分の残りHPが少ないほど威力が高くなる。(威力は20～200)
ゆきなだれ,こおり,物理,,1,,,反射,TRUE,,,100,12,そのターンに相手の技のダメージを受けると威力が2倍になる。必ず後攻になる(優先度:-4)。
ミラーコート,エスパー,特殊,,1,,,反射,,,,100,20,相手の特殊攻撃のダメージの2倍をその相手に与える。『ダブルバトル』の時は最後に受けた技のみ有効になる。必ず後攻になる(優先度:-5)。『あく』タイプには無効だが、それ以外のタイプ相性の影響を受けない。
がむしゃら,ノーマル,物理,,1,,,HP依存,TRUE,,,100,8,相手の残りHPから自分の残りHPを引いた分のダメージを与える。『ゴースト』タイプには無効だが、それ以外のタイプ相性の影響を受けない。
はきだす,ノーマル,特殊,,1,,,,,,,100,12,技『たくわえる』を使った数だけ威力が高くなる。1つの時は100、2つの時は200、3つの時は300になる。技『たくわえる』で上がった『ぼうぎょ』『とくぼう』ランクは元に戻る。技『たくわえる』を使っていない時は失敗する。
エレキボール,でんき,特殊,,1,,,素早さ依存,,,,100,12,相手より『すばやさ』が高いほど威力が高くなる。1倍未満は40、2倍未満は60、3倍未満は80、4倍未満は120、それ以上は150。
きしかいせい,かくとう,物理,,1,,,HP依存,TRUE,,,100,16,自分の残りHPが少ないほど威力が高くなる。(威力は20～200)
ナイトヘッド,ゴースト,特殊,,1,,,LV依存,,,,100,16,自分のレベルと同じ値の固定ダメージを与える。『ノーマル』タイプには無効だが、それ以外のタイプ相性の影響を受けない。
イカサマ,あく,物理,95,1,,,相手の攻撃の能力値でダメージ計算する。,TRUE,,,100,16,自分の『こうげき』ではなく、相手の『こうげき』の能力値でダメージ計算する。
ちきゅうなげ,かくとう,物理,,1,,,LV依存,TRUE,,,100,20,自分のレベルと同じ値の固定ダメージを与える。チャンピオンズでは50ダメージ。『ゴースト』タイプには無効だが、それ以外のタイプ相性の影響を受けない。
ハサミギロチン,ノーマル,物理,,1,,,一撃必殺,TRUE,,,30,8,相手を『ひんし』状態にする。『ゴースト』タイプには無効だが、それ以外のタイプ相性の影響を受けない。ダイマックスしている相手には無効。
ハードプレス,はがね,物理,,1,,,HP依存,TRUE,,,100,12,相手の残りHPが多いほど威力が高くなる。(100×相手の残りHP÷相手の最大HP)が威力になる。
じわれ,じめん,物理,,1,,,一撃必殺,,,,30,8,相手を『ひんし』状態にする。『ひこう』タイプには無効だが、それ以外のタイプ相性の影響を受けない。ダイマックスしている相手には無効。
いかりのまえば,ノーマル,物理,,1,,,HP半分,TRUE,,,90,12,相手のHPを残りHPの半分にする。残りHPが1の場合は1ダメージ。『ゴースト』タイプには無効だが、それ以外のタイプ相性の影響を受けない。
ほうふく,あく,特殊,,1,,,HP依存,TRUE,,,100,12,そのターンに最後に受けた技のダメージの1.5倍をその相手に与える。ダメージを受けていない時は失敗する。タイプ相性の影響を受けない。
メタルバースト,はがね,物理,,1,,,HP依存,,,,100,12,そのターンに最後に受けた技のダメージの1.5倍をその相手に与える。ダメージを受けていない時は失敗する。タイプ相性の影響を受けない。
ぜったいれいど,こおり,特殊,,1,,,一撃必殺,,,,30,8,相手を『ひんし』状態にする。相手が『こおり』タイプの場合は効果がない。また、『こおり』タイプ以外のポケモンが使うと命中率が20%に下がる。ダイマックスしている相手には無効。
いのちがけ,かくとう,特殊,,1,,,HP依存,,,,100,8,自分のHPを0にし、その分のダメージを相手に与える。『ゴースト』タイプには無効だが、それ以外のタイプ相性の影響を受けない。
つのドリル,ノーマル,物理,,1,,,一撃必殺,TRUE,,,30,8,相手を『ひんし』状態にする。『ゴースト』タイプには無効だが、それ以外のタイプ相性の影響を受けない。ダイマックスしている相手には無効。
